,Target,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Sex_F,Sex_I,Sex_M,water,ratio,new6,a2
1462,7,0.495,0.38,0.12,3,0.2655,0.1285,0.144,1,0,0,1.462,0.13275,0.2625,-0.24409025645916382
1463,9,0.505,0.385,0.105,3,0.239,0.1245,0.1555,0,0,1,1.4809999999999999,0.1195,0.28200000000000003,-0.2803704249997273
1464,9,0.505,0.38,0.135,3,0.361,0.1565,0.161,1,0,0,1.3215,0.1805,0.2310000000000001,-0.21604203385078696
1465,8,0.515,0.395,0.125,3,0.2695,0.096,0.17,0,1,0,1.4645,0.13475,0.32050000000000006,-0.37373516264861967
1466,8,0.515,0.425,0.145,3,0.497,0.181,0.2185,0,0,1,1.1035,0.2485,0.22999999999999998,-0.33256284480725506
1467,7,0.515,0.4,0.125,3,0.25,0.1245,0.17,0,1,0,1.4555,0.125,0.3400000000000001,-0.4099878114927739
1468,8,0.52,0.4,0.125,3,0.254,0.139,0.149,0,0,1,1.458,0.127,0.29400000000000004,-0.31482876906980906
1469,8,0.525,0.4,0.14,3,0.3685,0.145,0.1735,0,0,1,1.3130000000000002,0.18425,0.2585,-0.29182155588324366
1470,9,0.53,0.43,0.13,3,0.346,0.1415,0.189,0,1,0,1.3235000000000001,0.173,0.29200000000000004,-0.3867191314028338
1471,8,0.53,0.4,0.125,3,0.398,0.151,0.175,0,0,1,1.276,0.199,0.20199999999999996,-0.19606318136513934
1472,9,0.545,0.41,0.14,3,0.3565,0.1775,0.203,1,0,0,1.263,0.17825,0.32950000000000007,-0.4319101041815212
1473,8,0.55,0.43,0.14,3,0.375,0.218,0.1945,1,0,0,1.2125,0.1875,0.29400000000000004,-0.39345638326341265
1474,9,0.55,0.425,0.16,3,0.343,0.2035,0.215,0,0,1,1.2385000000000002,0.1715,0.407,-0.5823507433126581
1475,8,0.56,0.43,0.15,3,0.453,0.161,0.22,1,0,0,1.166,0.2265,0.287,-0.4115018916386988
1476,9,0.56,0.435,0.15,3,0.4755,0.1835,0.1835,1,0,0,1.1575,0.23775,0.19150000000000006,-0.2467852383755837
1477,8,0.57,0.445,0.15,3,0.504,0.207,0.249,0,0,1,1.04,0.252,0.29400000000000004,-0.4658582500702642
1478,9,0.575,0.465,0.15,4,0.595,0.2065,0.238,0,0,1,1.9605000000000001,0.19833333333333333,0.18100000000000005,-0.25136417546244016
1479,8,0.575,0.46,0.165,3,0.4005,0.2465,0.2385,0,0,1,1.1145,0.20025,0.4064999999999999,-0.6355232509549908
1480,9,0.58,0.46,0.175,4,0.65,0.2205,0.3055,1,0,0,1.8239999999999998,0.21666666666666667,0.31099999999999994,-0.49279249137873454
1481,9,0.58,0.435,0.14,3,0.475,0.2165,0.2095,1,0,0,1.099,0.2375,0.2240000000000001,-0.30561127945160493
1482,8,0.585,0.455,0.15,3,0.4095,0.23,0.2335,0,0,1,1.127,0.20475,0.35750000000000004,-0.5449430230809323
1483,8,0.59,0.44,0.15,3,0.387,0.215,0.245,0,0,1,1.153,0.1935,0.403,-0.5989878174642803
1484,9,0.59,0.465,0.15,4,0.613,0.239,0.2515,1,0,0,1.8965,0.20433333333333334,0.18999999999999995,-0.2731841439340328
1485,8,0.59,0.46,0.145,3,0.453,0.2205,0.275,1,0,0,1.0514999999999999,0.2265,0.38700000000000007,-0.6277726280906311
1486,9,0.595,0.455,0.16,4,0.452,0.2655,0.288,1,0,0,1.9945,0.15066666666666667,0.4439999999999999,-0.6218342544093676
1487,8,0.6,0.455,0.155,3,0.4365,0.2085,0.25,0,0,1,1.105,0.21825,0.37350000000000005,-0.5799047852704576
1488,9,0.6,0.465,0.2,4,0.6405,0.1985,0.357,0,0,1,1.804,0.2135,0.4734999999999999,-0.757351643777096
1489,11,0.605,0.485,0.165,3,0.4535,0.193,0.2765,1,0,0,1.077,0.22675,0.4295,-0.7197602677541384
1490,9,0.605,0.485,0.16,4,0.417,0.2875,0.38,1,0,0,1.9155000000000002,0.13899999999999998,0.663,-1.0076121899561725
1491,9,0.605,0.515,0.17,4,0.6,0.2945,0.3315,1,0,0,1.774,0.19999999999999998,0.40300000000000014,-0.6836734165439742
1492,11,0.61,0.485,0.17,4,0.5125,0.229,0.305,1,0,0,1.9535,0.1708333333333333,0.4375,-0.6624365299467606
1493,8,0.615,0.475,0.13,3,0.353,0.1915,0.251,0,1,0,1.2045,0.1765,0.40900000000000003,-0.6317076061884881
1494,10,0.62,0.485,0.155,4,0.462,0.231,0.25,0,0,1,2.057,0.154,0.34800000000000003,-0.48611061883809303
1495,8,0.62,0.435,0.155,4,0.477,0.236,0.275,1,0,0,2.012,0.159,0.3830000000000001,-0.49638646081782356
1496,9,0.62,0.48,0.165,4,0.4815,0.235,0.312,0,0,1,1.9715,0.1605,0.4725,-0.6990426393411752
1497,10,0.625,0.52,0.175,4,0.691,0.322,0.3465,0,0,1,1.6405,0.2303333333333333,0.352,-0.6414740055162936
1498,11,0.625,0.47,0.18,4,0.451,0.3245,0.305,0,0,1,1.9195,0.15033333333333335,0.5189999999999999,-0.7429549287268308
1499,9,0.63,0.47,0.145,4,0.52,0.26,0.276,0,0,1,1.944,0.17333333333333334,0.32200000000000006,-0.4525399099345997
1500,10,0.63,0.5,0.175,4,0.467,0.268,0.329,1,0,0,1.936,0.15566666666666668,0.5409999999999999,-0.8190662084156495
1501,9,0.63,0.455,0.15,4,0.481,0.2745,0.305,0,0,1,1.9395,0.16033333333333333,0.42899999999999994,-0.5989446593584326
1502,11,0.63,0.48,0.15,4,0.6605,0.2425,0.31,0,0,1,1.787,0.22016666666666665,0.25949999999999995,-0.4268083721087841
1503,10,0.63,0.49,0.225,4,0.6805,0.259,0.3245,1,0,0,1.736,0.22683333333333333,0.4185,-0.6915879821972667
1504,10,0.635,0.505,0.145,4,0.505,0.2655,0.315,1,0,0,1.9145,0.16833333333333333,0.4149999999999999,-0.6430195355086354
1505,8,0.635,0.51,0.185,4,0.544,0.318,0.377,0,0,1,1.761,0.18133333333333335,0.5800000000000001,-0.9249543873701558
1506,9,0.64,0.515,0.205,4,0.6635,0.3345,0.4025,1,0,0,1.5995,0.22116666666666665,0.5515000000000001,-0.9316214591066819
1507,10,0.645,0.515,0.175,4,0.7035,0.365,0.415,1,0,0,1.5165,0.23450000000000001,0.4764999999999999,-0.8401321996640984
1508,11,0.645,0.51,0.155,4,0.6405,0.3585,0.43,0,0,1,1.5710000000000002,0.2135,0.5295,-0.8995172847692894
1509,11,0.645,0.505,0.165,4,0.55,0.3015,0.335,1,0,0,1.8135,0.18333333333333335,0.44999999999999996,-0.7124075574046009
1510,10,0.65,0.545,0.175,4,0.59,0.326,0.495,1,0,0,1.589,0.19666666666666666,0.7499999999999999,-1.2525330224540876
1511,10,0.65,0.515,0.175,4,0.677,0.3045,0.4,0,0,1,1.6185,0.22566666666666668,0.47299999999999986,-0.8191170357652824
1512,9,0.65,0.5,0.16,4,0.702,0.304,0.3195,1,0,0,1.6745,0.23399999999999999,0.2570000000000001,-0.4617907913530406
1513,8,0.65,0.485,0.14,4,0.475,0.2435,0.215,0,0,1,2.0665,0.15833333333333333,0.235,-0.2966828849152121
1514,11,0.655,0.54,0.215,4,0.695,0.296,0.444,1,0,0,1.5650000000000002,0.23166666666666666,0.6230000000000001,-1.0760627442547033
1515,11,0.655,0.51,0.215,4,0.8885,0.4095,0.4195,0,0,1,1.2825,0.29616666666666663,0.38049999999999995,-0.7530362118300621
1516,10,0.66,0.505,0.165,4,0.589,0.351,0.345,0,0,1,1.715,0.19633333333333333,0.43100000000000005,-0.6947037539562204
1517,10,0.665,0.515,0.18,4,0.5945,0.324,0.395,1,0,0,1.6864999999999999,0.19816666666666669,0.5554999999999999,-0.9035919237217145
1518,11,0.67,0.545,0.2,4,0.833,0.374,0.41,0,0,1,1.3830000000000002,0.2776666666666667,0.387,-0.7785751234238406
1519,10,0.67,0.51,0.175,4,0.651,0.4475,0.345,0,0,1,1.5565,0.217,0.389,-0.6558776848176375
1520,10,0.67,0.5,0.19,4,0.616,0.388,0.415,0,0,1,1.581,0.20533333333333334,0.594,-0.9538059198553053
1521,12,0.68,0.5,0.185,4,0.7665,0.3255,0.4685,1,0,0,1.4394999999999998,0.2555,0.5405,-0.9402744999987724
1522,11,0.68,0.515,0.17,4,0.8415,0.306,0.395,0,0,1,1.4575,0.2805,0.2885000000000001,-0.593074834101735
1523,12,0.69,0.525,0.2,4,0.9165,0.3325,0.461,0,0,1,1.2899999999999998,0.3055,0.4055000000000001,-0.8189989563020528
1524,11,0.7,0.55,0.17,4,0.7535,0.3265,0.32,1,0,0,1.5999999999999999,0.25116666666666665,0.22650000000000003,-0.49248762319775374
1525,11,0.7,0.555,0.2,4,0.73,0.3665,0.595,0,0,1,1.3085,0.24333333333333332,0.8599999999999999,-1.4562018972297657
1526,10,0.705,0.56,0.165,4,0.797,0.4095,0.388,0,0,1,1.4055,0.26566666666666666,0.30900000000000005,-0.6568247110299624
1527,12,0.72,0.565,0.2,4,1.017,0.363,0.494,0,0,1,1.1260000000000001,0.33899999999999997,0.371,-0.8569759649177575
1528,13,0.725,0.575,0.24,4,1.351,0.413,0.5015,0,0,1,0.7345000000000002,0.4503333333333333,0.1319999999999999,-0.6702258878004609
1529,10,0.74,0.57,0.18,4,0.9115,0.427,0.446,0,0,1,1.2155,0.30383333333333334,0.3405,-0.7640741003410204
1530,11,0.75,0.55,0.18,4,0.942,0.397,0.445,0,0,1,1.216,0.314,0.30800000000000005,-0.7014120783634601
1531,5,0.21,0.17,0.045,2,0.019,0.011,0.013,0,1,0,0.957,0.019,0.09699999999999999,0.24854232326368814
1532,5,0.285,0.21,0.055,2,0.0415,0.017,0.0335,0,1,0,0.908,0.0415,0.13549999999999998,0.11538169679609192
1533,6,0.295,0.215,0.07,2,0.047,0.0155,0.0405,0,1,0,0.897,0.047,0.17400000000000004,-0.011463964645092
1534,6,0.3,0.23,0.085,2,0.05,0.0175,0.0415,0,1,0,0.891,0.05,0.203,-0.10894696156301004
1535,6,0.305,0.225,0.09,2,0.063,0.034,0.0415,0,1,0,0.8614999999999999,0.063,0.2,-0.09128298231556681
1536,5,0.335,0.255,0.08,2,0.079,0.0355,0.05,0,1,0,0.8355,0.079,0.181,-0.0492458224618898
1537,5,0.35,0.26,0.075,2,0.09,0.0245,0.055,0,1,0,0.8305,0.09,0.17,-0.018692175960719593
1538,6,0.355,0.27,0.075,2,0.079,0.0315,0.054,0,1,0,0.8355,0.079,0.179,-0.049264733713515474
1539,7,0.355,0.26,0.09,2,0.0715,0.0495,0.058,0,1,0,0.821,0.0715,0.22449999999999998,-0.16381558833182272
1540,8,0.36,0.27,0.095,2,0.073,0.056,0.061,0,1,0,0.81,0.073,0.239,-0.21048241076436844
1541,7,0.36,0.275,0.075,2,0.0985,0.044,0.066,0,1,0,0.7915,0.0985,0.18350000000000002,-0.07522729248456672
1542,7,0.36,0.265,0.075,2,0.083,0.0365,0.055,0,1,0,0.8255,0.083,0.177,-0.03610665751545061
1543,7,0.365,0.27,0.085,2,0.0935,0.0525,0.066,0,1,0,0.788,0.0935,0.20850000000000005,-0.1325431995440003
1544,6,0.37,0.27,0.095,2,0.097,0.046,0.065,0,1,0,0.792,0.097,0.223,-0.16664849913951482
1545,7,0.375,0.28,0.08,2,0.0935,0.0925,0.07,0,1,0,0.744,0.0935,0.20650000000000004,-0.13402806702116965
1546,7,0.38,0.285,0.095,2,0.0895,0.0665,0.075,0,1,0,0.769,0.0895,0.25049999999999994,-0.251781672725695
1547,6,0.38,0.29,0.1,2,0.108,0.0395,0.082,0,1,0,0.7705,0.108,0.256,-0.27815044502949743
1548,8,0.385,0.29,0.09,2,0.1,0.0505,0.076,0,1,0,0.7735,0.1,0.23199999999999996,-0.2088310079090126
1549,7,0.385,0.28,0.095,2,0.119,0.059,0.07,0,1,0,0.752,0.119,0.21100000000000002,-0.14300168764805685
1550,8,0.385,0.3,0.09,2,0.1525,0.056,0.0835,0,1,0,0.708,0.1525,0.19449999999999998,-0.13941894015537426
1551,7,0.39,0.3,0.09,2,0.1065,0.053,0.08,0,1,0,0.7605,0.1065,0.23349999999999999,-0.22394191874500186
1552,7,0.39,0.285,0.1,2,0.1275,0.062,0.077,0,1,0,0.7335,0.1275,0.22649999999999998,-0.1906650259201474
1553,7,0.39,0.29,0.1,2,0.095,0.0465,0.073,0,1,0,0.7855,0.095,0.251,-0.24964727917635215
1554,8,0.41,0.3,0.09,2,0.129,0.071,0.0955,0,1,0,0.7045,0.129,0.242,-0.2451743624576046
1555,8,0.41,0.3,0.09,2,0.141,0.0575,0.075,0,1,0,0.7265,0.141,0.18899999999999997,-0.10428467677201597
1556,7,0.415,0.325,0.1,2,0.139,0.0625,0.0965,0,1,0,0.702,0.139,0.254,-0.3016330003359867
1557,8,0.425,0.325,0.11,2,0.135,0.048,0.09,0,1,0,0.727,0.135,0.265,-0.31566270750950515
1558,7,0.425,0.315,0.08,2,0.131,0.0585,0.095,0,1,0,0.7155,0.131,0.21899999999999997,-0.19743054530715048
1559,7,0.435,0.335,0.1,2,0.129,0.07,0.11,0,1,0,0.6910000000000001,0.129,0.29100000000000004,-0.39210714728446666
1560,6,0.435,0.325,0.11,2,0.1595,0.08,0.105,0,1,0,0.6555,0.1595,0.27049999999999996,-0.33574655345972426
1561,8,0.45,0.34,0.095,2,0.1385,0.064,0.105,0,1,0,0.6925,0.1385,0.2615,-0.3199431550213097
1562,7,0.45,0.335,0.11,2,0.181,0.085,0.1345,0,1,0,0.5994999999999999,0.181,0.308,-0.4442275160210723
1563,10,0.455,0.36,0.115,2,0.2085,0.0855,0.147,0,1,0,0.559,0.2085,0.3155,-0.49837222034840734
1564,7,0.46,0.35,0.11,2,0.176,0.083,0.1205,0,1,0,0.6205,0.176,0.285,-0.39488219307871236
1565,7,0.46,0.355,0.11,2,0.2015,0.081,0.13,0,1,0,0.5874999999999999,0.2015,0.27849999999999997,-0.39761555661985937
1566,9,0.465,0.37,0.12,2,0.188,0.0815,0.147,0,1,0,0.5835,0.188,0.34600000000000003,-0.5632326219432976
1567,8,0.465,0.345,0.11,2,0.1825,0.0735,0.12,0,1,0,0.624,0.1825,0.27749999999999997,-0.37033472184874006
1568,8,0.47,0.355,0.125,2,0.21,0.0985,0.155,0,1,0,0.5365,0.21,0.3500000000000001,-0.5602057058008498
1569,8,0.475,0.36,0.145,3,0.2825,0.137,0.19,0,1,0,1.3905,0.14125,0.38749999999999996,-0.49642345099266816
1570,7,0.475,0.36,0.1,2,0.1965,0.099,0.112,0,0,1,0.5925,0.1965,0.22750000000000004,-0.27316296774031984
1571,8,0.475,0.36,0.125,2,0.205,0.1305,0.125,0,1,0,0.5395,0.205,0.29500000000000004,-0.42810453955586913
1572,9,0.48,0.37,0.125,2,0.179,0.1035,0.175,0,1,0,0.5425,0.179,0.421,-0.7191106678105503
1573,8,0.48,0.37,0.12,3,0.251,0.114,0.15,0,1,0,1.4849999999999999,0.1255,0.28900000000000003,-0.2890943882424805
1574,8,0.48,0.355,0.16,2,0.221,0.106,0.239,0,0,1,0.43399999999999994,0.221,0.5770000000000001,-1.020246624189026
1575,7,0.485,0.375,0.13,3,0.2935,0.1285,0.16,0,1,0,1.4180000000000001,0.14675,0.2865000000000001,-0.30335336557586573
1576,8,0.49,0.375,0.115,2,0.204,0.0945,0.143,0,1,0,0.5585,0.204,0.31200000000000006,-0.4836724087087365
1577,8,0.49,0.4,0.135,3,0.3035,0.1285,0.169,0,1,0,1.399,0.15175,0.3045000000000001,-0.3703909991780019
1578,8,0.495,0.37,0.125,2,0.2075,0.091,0.15,0,1,0,0.5515,0.2075,0.3425,-0.541706790514422
1579,8,0.495,0.4,0.105,3,0.2505,0.1265,0.19,0,1,0,1.433,0.12525,0.33949999999999997,-0.43048741304459354
1580,8,0.5,0.4,0.12,3,0.261,0.143,0.1935,0,1,0,1.4024999999999999,0.1305,0.366,-0.4804915841409878
1581,8,0.5,0.39,0.12,3,0.2455,0.147,0.173,0,1,0,1.4345,0.12275,0.34049999999999997,-0.4083229099322453
1582,9,0.5,0.375,0.14,3,0.2375,0.135,0.169,0,1,0,1.4585,0.11875,0.3805000000000001,-0.4614052603968608
1583,7,0.51,0.395,0.13,3,0.281,0.143,0.162,0,1,0,1.414,0.1405,0.30300000000000005,-0.34324400956809237
1584,6,0.515,0.375,0.11,3,0.3005,0.131,0.15,1,0,0,1.4184999999999999,0.15025,0.21950000000000003,-0.16090074703682472
1585,9,0.515,0.36,0.125,2,0.1815,0.125,0.138,0,1,0,0.5555,0.1815,0.34450000000000003,-0.5089195817437614
1586,10,0.515,0.35,0.105,2,0.213,0.123,0.1275,0,1,0,0.5365,0.213,0.252,-0.30549213648182955
1587,8,0.515,0.395,0.125,3,0.32,0.14,0.17,0,1,0,1.37,0.16,0.2700000000000001,-0.2945582112655865
1588,8,0.515,0.39,0.125,3,0.238,0.1265,0.185,0,1,0,1.4505,0.119,0.382,-0.48033400006147836
1589,9,0.52,0.41,0.145,3,0.2965,0.1595,0.165,0,1,0,1.379,0.14825,0.3235,-0.3989377651403415
1590,7,0.52,0.39,0.13,3,0.2355,0.1095,0.1895,0,1,0,1.4655,0.11775,0.4035,-0.5177138536572163
1591,8,0.525,0.415,0.145,3,0.3525,0.1635,0.2875,0,0,1,1.1965,0.17625,0.5125,-0.807476305166248
1592,9,0.525,0.39,0.12,3,0.3115,0.147,0.178,0,1,0,1.3635,0.15575,0.2845,-0.3121392700892968
1593,8,0.525,0.38,0.135,3,0.261,0.159,0.175,0,1,0,1.405,0.1305,0.359,-0.4221675234869519
1594,7,0.525,0.4,0.14,3,0.305,0.16,0.169,0,1,0,1.366,0.1525,0.3130000000000001,-0.3702266534136881
1595,9,0.525,0.4,0.155,3,0.282,0.1605,0.225,0,0,1,1.3325,0.141,0.47800000000000004,-0.6831094390176291
1596,7,0.53,0.42,0.12,3,0.2555,0.141,0.177,0,1,0,1.4265,0.12775,0.33849999999999997,-0.42736075009677776
1597,10,0.53,0.43,0.135,3,0.245,0.1455,0.2135,0,1,0,1.396,0.1225,0.45200000000000007,-0.6519208199819866
1598,9,0.53,0.4,0.145,3,0.1935,0.1305,0.195,0,1,0,1.4809999999999999,0.09675,0.48649999999999993,-0.6591868735219897
1599,11,0.53,0.42,0.13,3,0.3745,0.167,0.249,0,1,0,1.2095,0.18725,0.3835,-0.5725083563094446
1600,7,0.535,0.4,0.13,3,0.2835,0.162,0.175,0,1,0,1.3795,0.14175,0.3265,-0.38684490450491715
1601,9,0.54,0.43,0.17,3,0.3725,0.1815,0.24,0,1,0,1.206,0.18625,0.44750000000000006,-0.6806641330825838
1602,9,0.54,0.425,0.14,3,0.32,0.1395,0.25,0,1,0,1.2905,0.16,0.46,-0.6910046463297709
1603,9,0.54,0.43,0.14,3,0.3935,0.1725,0.2295,0,1,0,1.2045,0.19675,0.3455000000000001,-0.507858722338985
1604,10,0.54,0.455,0.14,3,0.419,0.255,0.269,0,0,1,1.057,0.2095,0.3990000000000001,-0.6536901886443499
1605,9,0.54,0.42,0.14,3,0.2505,0.1175,0.235,0,1,0,1.397,0.12525,0.4995,-0.7287850464655501
1606,10,0.54,0.425,0.13,3,0.2955,0.169,0.225,0,1,0,1.3105,0.14775,0.4145,-0.5948095889518895
1607,8,0.54,0.425,0.135,3,0.3475,0.1545,0.213,0,1,0,1.2850000000000001,0.17375,0.3485,-0.4872666649573133
1608,9,0.545,0.4,0.13,3,0.3285,0.1455,0.18,0,1,0,1.346,0.16425,0.2915,-0.33432037982207813
1609,8,0.545,0.375,0.12,3,0.2375,0.1155,0.1725,0,1,0,1.4745,0.11875,0.3475,-0.37851465868694784
1610,8,0.545,0.42,0.125,3,0.358,0.112,0.22,0,1,0,1.31,0.179,0.33199999999999996,-0.4561814829701997
1611,10,0.55,0.435,0.14,3,0.327,0.1685,0.259,0,0,1,1.2454999999999998,0.1635,0.47100000000000003,-0.7199729199293639
1612,9,0.55,0.425,0.15,3,0.269,0.1345,0.217,0,1,0,1.3795,0.1345,0.46499999999999997,-0.6632271252772162
1613,12,0.55,0.42,0.135,3,0.3995,0.1485,0.23,0,1,0,1.222,0.19975,0.33049999999999996,-0.46723395706792953
1614,8,0.55,0.415,0.145,3,0.373,0.16,0.2215,0,1,0,1.2454999999999998,0.1865,0.36,-0.5017010218494219
1615,8,0.55,0.425,0.15,3,0.339,0.176,0.21,0,1,0,1.275,0.1695,0.38099999999999995,-0.534886822802212
1616,9,0.555,0.395,0.13,3,0.222,0.1245,0.17,0,1,0,1.4834999999999998,0.111,0.3780000000000001,-0.444454092746314
1617,8,0.555,0.435,0.14,3,0.3945,0.15,0.206,0,1,0,1.2495,0.19725,0.29749999999999993,-0.4143443029465351
1618,11,0.555,0.46,0.145,3,0.3845,0.158,0.2765,0,1,0,1.181,0.19225,0.45849999999999996,-0.7450369949367757
1619,10,0.56,0.445,0.15,3,0.3685,0.187,0.236,0,1,0,1.2085,0.18425,0.4035,-0.6108667193198338
1620,8,0.56,0.44,0.13,3,0.349,0.149,0.2,0,1,0,1.302,0.1745,0.31100000000000005,-0.42592468302368514
1621,10,0.56,0.425,0.135,3,0.3265,0.221,0.2645,0,0,1,1.188,0.16325,0.47250000000000003,-0.7095227691767493
1622,9,0.565,0.42,0.155,3,0.31,0.186,0.231,0,1,0,1.2730000000000001,0.155,0.462,-0.6610717769717225
1623,9,0.565,0.44,0.15,3,0.435,0.149,0.27,1,0,0,1.146,0.2175,0.4050000000000001,-0.6388434160384422
1624,9,0.565,0.44,0.125,3,0.3595,0.1825,0.215,0,0,1,1.2429999999999999,0.17975,0.32049999999999995,-0.44961920323920535
1625,10,0.565,0.43,0.15,3,0.4245,0.1735,0.219,0,0,1,1.183,0.21225,0.3135,-0.44633140498775714
1626,8,0.57,0.45,0.135,3,0.3345,0.185,0.21,1,0,0,1.2705,0.16725,0.3554999999999999,-0.5103102317189511
1627,9,0.57,0.45,0.14,3,0.3385,0.148,0.245,0,0,1,1.2685,0.16925,0.4315,-0.6547544136232093
1628,9,0.57,0.435,0.17,3,0.4,0.166,0.25,0,1,0,1.184,0.2,0.44000000000000006,-0.6694442405154069
1629,10,0.57,0.43,0.145,3,0.354,0.144,0.2815,0,1,0,1.2205,0.177,0.499,-0.7670009800553712
1630,9,0.57,0.445,0.155,3,0.3705,0.1705,0.28,0,1,0,1.1789999999999998,0.18525,0.4995000000000001,-0.7853115795632977
1631,12,0.57,0.445,0.145,3,0.306,0.172,0.1825,0,1,0,1.3395000000000001,0.153,0.34900000000000003,-0.4733595853918352
1632,8,0.575,0.455,0.165,3,0.3765,0.1805,0.268,0,0,1,1.175,0.18825,0.4895000000000001,-0.7715987759909722
1633,10,0.575,0.425,0.135,3,0.364,0.196,0.239,0,1,0,1.201,0.182,0.384,-0.5483314870581862
1634,10,0.575,0.47,0.155,4,0.509,0.238,0.34,1,0,0,1.913,0.16966666666666666,0.481,-0.7434614069211397
1635,9,0.575,0.45,0.125,3,0.3275,0.188,0.235,0,1,0,1.2494999999999998,0.16375,0.39249999999999996,-0.5799094693891513
1636,10,0.575,0.47,0.185,3,0.3745,0.2175,0.355,0,0,1,1.053,0.18725,0.7055,-1.1511381928005258
1637,8,0.575,0.465,0.195,3,0.417,0.247,0.47,1,0,0,0.8660000000000001,0.2085,0.913,-1.3667907651021052
1638,9,0.575,0.445,0.17,3,0.3475,0.1465,0.25,0,1,0,1.256,0.17375,0.4925000000000001,-0.7493426149591229
1639,10,0.575,0.45,0.135,3,0.3615,0.176,0.254,0,1,0,1.2085,0.18075,0.41650000000000004,-0.6377679152897145
1640,8,0.575,0.435,0.15,4,0.4605,0.218,0.36,1,0,0,1.9615,0.1535,0.5595,-0.8292759014594242
1641,9,0.575,0.445,0.16,3,0.4005,0.198,0.239,0,0,1,1.1625,0.20025,0.3975,-0.6035399263465191
1642,13,0.575,0.44,0.16,3,0.483,0.166,0.275,0,0,1,1.076,0.2415,0.3870000000000001,-0.6191694279742536
1643,8,0.58,0.435,0.15,3,0.428,0.1515,0.23,1,0,0,1.1905000000000001,0.214,0.332,-0.4836731608561059
1644,10,0.58,0.46,0.155,4,0.469,0.2225,0.295,0,0,1,2.0135,0.15633333333333332,0.43099999999999994,-0.6218907557407769
1645,10,0.58,0.43,0.13,3,0.365,0.173,0.2285,0,0,1,1.2334999999999998,0.1825,0.3520000000000001,-0.49280050042026613
1646,9,0.58,0.445,0.125,3,0.303,0.1405,0.235,0,1,0,1.3215,0.1515,0.417,-0.6064236213926515
1647,10,0.585,0.445,0.14,3,0.4305,0.2205,0.253,1,0,0,1.096,0.21525,0.35550000000000004,-0.5437248142589859
1648,10,0.59,0.49,0.165,4,0.559,0.235,0.309,0,0,1,1.897,0.18633333333333335,0.3889999999999999,-0.618068914280929
1649,10,0.59,0.45,0.145,4,0.428,0.268,0.265,0,1,0,2.039,0.14266666666666666,0.39200000000000007,-0.5210232205878257
1650,11,0.59,0.46,0.145,3,0.419,0.1785,0.26,0,1,0,1.1425,0.2095,0.39100000000000007,-0.6182229443536801
1651,8,0.595,0.435,0.15,3,0.4175,0.17,0.265,1,0,0,1.1475,0.20875,0.4125000000000001,-0.6239563386024661
1652,10,0.595,0.45,0.14,3,0.3965,0.194,0.217,0,0,1,1.1925,0.19825,0.31749999999999995,-0.4573403672769029
1653,10,0.595,0.45,0.145,3,0.463,0.2065,0.2535,0,0,1,1.077,0.2315,0.3339999999999999,-0.5195978410172293
1654,8,0.595,0.46,0.15,3,0.377,0.1925,0.235,0,1,0,1.1955,0.1885,0.393,-0.5965043198285959
1655,8,0.6,0.46,0.155,3,0.427,0.2045,0.3,1,0,0,1.0685,0.2135,0.48299999999999993,-0.7821949771653309
1656,9,0.6,0.475,0.15,4,0.575,0.196,0.305,1,0,0,1.9240000000000002,0.19166666666666665,0.33499999999999996,-0.5167258210663558
1657,9,0.6,0.48,0.165,3,0.4135,0.1965,0.2725,0,0,1,1.1175,0.20675,0.4615,-0.7536641329718821
1658,8,0.6,0.48,0.17,3,0.38,0.2225,0.29,0,1,0,1.1075,0.19,0.5399999999999999,-0.8740885227061777
1659,10,0.6,0.48,0.18,4,0.4495,0.2455,0.325,1,0,0,1.98,0.14983333333333335,0.5605,-0.8356972562661037
1660,9,0.6,0.47,0.165,4,0.504,0.241,0.275,0,0,1,1.98,0.168,0.3760000000000001,-0.5413372277906153
1661,10,0.6,0.47,0.16,4,0.5625,0.3045,0.2635,0,0,1,1.8695,0.1875,0.2845,-0.41354397471133475
1662,9,0.605,0.455,0.145,3,0.468,0.1775,0.275,1,0,0,1.0795,0.234,0.37200000000000005,-0.5949634800193203
1663,8,0.605,0.475,0.145,3,0.3835,0.1905,0.27,0,0,1,1.156,0.19175,0.44650000000000006,-0.7130963992057298
1664,9,0.605,0.47,0.145,3,0.379,0.2265,0.22,0,1,0,1.1745,0.1895,0.351,-0.5301679228643253
1665,8,0.605,0.48,0.14,3,0.4735,0.2345,0.24,1,0,0,1.052,0.23675,0.28650000000000003,-0.4737365720278975
1666,9,0.605,0.47,0.155,3,0.393,0.224,0.3345,1,0,0,1.0485,0.1965,0.5860000000000001,-0.9574187734797979
1667,11,0.605,0.505,0.18,4,0.7285,0.264,0.431,1,0,0,1.5765,0.24283333333333335,0.49349999999999994,-0.8849587177012468
1668,10,0.61,0.475,0.155,3,0.4565,0.228,0.266,0,0,1,1.0495,0.22825,0.38550000000000006,-0.6320907802052005
1669,10,0.61,0.465,0.16,4,0.4835,0.2515,0.28,1,0,0,1.9849999999999999,0.16116666666666665,0.39650000000000013,-0.5590368150388035
1670,12,0.61,0.485,0.15,4,0.6025,0.2915,0.3085,1,0,0,1.7974999999999999,0.20083333333333334,0.3145,-0.5036933950741586
